image_id,X,Y,Width,Height,English Text,Hindi Text,P_TYPE
2404557,182,173,94.0,79,two tomatoes on the vine,बेल पर दो टोमेट्स,train
2404559,7,31,457.0,301,Highland cattle is orange,हाइलैंड मवेशी नारंगी है,train
2404564,18,165,329.0,250,sheep running and playing together,भेड़ें दौड़ती हुई और साथ खेल रही हैं,train
2404570,137,71,169.0,178,A surfer in the water.,पानी में एक शल्यक्रिया |,train
2404576,360,140,24.0,20,a white baseball on the wheel,पहिये पर सफेद बेसबॉल,train
2404578,17,31,361.0,275,the elephant is eating,हाथी खा रहा है,train
2404583,182,32,304.0,297,man holding umbrella,छाता पकड़े आदमी,train
2404586,177,284,57.0,53,a black wheel on the stroller,घुमक्कड़ पर एक काला पहिया,train
2404587,38,66,446.0,295,food on the plate,प्लेट पर खाना,train
2404590,55,234,125.0,204,Water fountain in front of building,भवन के सामने पानी का फव्वारा,train
2404593,112,366,118.0,66,A zucchini and squash covered pizza,एक तोरी और स्क्वैश पिज्जा,train
2404594,68,124,288.0,374,bread and cheese with bacon and pepper,बेकन और मिर्च के साथ रोटी और पनीर,train
2404602,40,159,67.0,45,A parked car,एक खड़ी कार,train
2404603,52,85,280.0,203,two zebras together,एक साथ दो ज़ेबरा,train
2404608,136,232,192.0,50,a yellow and gray train on the tracks,पटरियों पर एक पीले और भूरे रंग की ट्रेन,train
2404611,204,111,144.0,114,orange tabby laying on a bed,एक बिस्तर पर नारंगी टैबी बिछाना,train
2404613,223,0,275.0,185,vintage looking mirror frame,विंटेज दिखने वाला मिरर फ्रेम,train
2404618,239,153,128.0,102,Head is not visible.,सिर दिखाई नहीं दे रहा है।,train
2404620,62,275,90.0,55,a ripe orange orange,एक पका हुआ संतरा,train
2404625,6,251,457.0,77,Wood floor in kitchen,रसोई में लकड़ी का फर्श,train
2404626,147,258,28.0,55,the tire of a vehicle,एक वाहन का टायर,train
2404627,116,150,98.0,77,Nemesis written on side of plane.,हवाई जहाज के किनारे पर लिखा गया,train
2404629,125,176,61.0,254,clock atop black pointy post,घड़ी ऊपर काली नुकीली पोस्ट,train
2404633,0,22,130.0,90,neighborhood near the train tracks,ट्रेन की पटरियों के पास पड़ोस,train
2404636,393,230,10.0,10,front wheel of a car,कार के सामने चक्र,train
2404643,167,18,205.0,262,a man in a suit,एक सूट में एक आदमी,train
2404649,22,354,68.0,133,Man wearing tan pants.,तन की पैंट पहने आदमी।,train
2404652,1,38,497.0,280,crowded market street scene,भीड़भाड़ वाले बाजार सड़क दृश्य,train
2404657,81,29,361.0,74,two sunlights on roof,छत पर दो धूप,train
2404664,196,13,17.0,25,unidentified flying object.,अज्ञात फ्लाइंग ऑब्जेक्ट।,train
2404669,224,247,104.0,88,A metal water bowl with a rubber base,रबर बेस के साथ एक धातु पानी का कटोरा,train
2404670,124,69,39.0,42,A PERSON'S HEAD,एक व्यक्ति का सिर,train
2404677,303,299,46.0,75,a person on the snow,बर्फ पर एक व्यक्ति,train
2404678,96,152,36.0,49,a green leaf of a plant,पौधे का हरा पत्ता,train
2404680,318,193,22.0,37,a window on a bus,एक बस में एक खिड़की,train
2404693,79,146,223.0,167,a white board,व्हाईट बोर्ड,train
2404696,133,70,30.0,31,White baseball with red trim in the air.,सफेद बेसबॉल हवा में लाल ट्रिम के साथ।,train
2404697,211,60,77.0,181,Green mobile phone,हरा मोबाइल फोन,train
2404698,10,195,452.0,178,three white sinks in a public bathroom,एक सार्वजनिक बाथरूम में तीन सफेद सिंक,train
2404703,149,58,217.0,397,boy in blue shirt,लड़का नीली शर्ट में,train
2404704,109,83,52.0,32,recessed ceiling light,सीलिंग लाइट,train
2404705,103,53,134.0,183,a black stop light,एक ब्लैक स्टॉप लाइट,train
2404706,28,58,272.0,192,white sheep,सफेद भेड़,train
2404709,113,143,126.0,198,cat sitting on car,बिल्ली कार पर बैठी,train
2404711,1,1,495.0,205,A clear blue sky,एक साफ नीला आकाश,train
2404717,17,33,463.0,197,Three giraffes,तीन जिराफ,train
2404718,458,149,25.0,17,front part of a boat,एक नाव का सामने का हिस्सा,train
2404726,278,33,152.0,124,Lady with an open white umbrella.,खुली सफेद छतरी वाली महिला,train
2404727,96,235,92.0,89,there is snow on the ground,जमीन पर बर्फ है,train
2404740,34,190,14.0,25,a person standing,एक व्यक्ति खड़ा है,train
2404750,181,98,110.0,197,Two persons playing frisbee,दो व्यक्ति फ्रिसबी खेलते हैं,train
2404758,98,15,132.0,145,box of multicolored paints,बहु रंगीन पेंट का डिब्बा,train
2404761,404,394,38.0,43,A wooden fence,लकड़ी की बाड़,train
2404765,46,18,384.0,299,electrical appliances,बिजली के उपकरण,train
2404767,163,53,23.0,22,a small red tag,एक छोटा लाल टैग,train
2404792,151,294,22.0,15,Two lights on the left front side of the train.,ट्रेन के बायीं ओर दो बत्तियाँ।,train
2404794,203,10,18.0,275,tall metal pole,लम्बा धातु ध्रुव,train
2404796,241,21,59.0,49,part of a tree,पेड़ का एक हिस्सा,train
2404797,1,57,234.0,205,island beach scene,द्वीप बीच का दृश्य,train
2404810,199,42,85.0,160,the head of an adult man,एक वयस्क व्यक्ति का सिर,train
2404812,115,7,269.0,343,A giraffe is into the camera.,एक जिराफ़ कैमरे में है।,train
2404814,409,95,56.0,60,part of a screen,एक स्क्रीन का हिस्सा,train
2404817,275,247,90.0,77,the hand of a boy,एक लड़के का हाथ,train
2404823,33,34,341.0,273,blue sky,नीला आकाश,train
2404825,34,32,180.0,144,you have the power sign,आपके पास शक्ति चिह्न है,train
2404827,267,120,96.0,147,Black and yellow bike near skateboarder.,स्केटबोर्डर के पास काले और पीले रंग की बाइक।,train
2404833,261,217,47.0,35,A chocolate covered doughut.,एक चॉकलेट कवर आटा।,train
2404835,293,56,117.0,101,a man riding a horse,एक आदमी घोड़े की सवारी करता है,train
2404841,113,15,30.0,37,green bushy landscape,हरी झाड़ीदार परिदृश्य,train
2404850,136,66,336.0,297,A city street scene is shown,शहर का एक दृश्य दिखाया गया है,train
2404852,179,140,140.0,145,The dog is sticking his tongue out.,कुत्ता अपनी जीभ बाहर निकाल रहा है।,train
2404854,127,263,75.0,67,Terracotta colored flower pot with plant in it.,इसके पौधे के साथ टेरैकोट्टा रंग का पुष्प,train
2404857,3,55,100.0,80,green trees on a cliff above the sea,समुद्र के ऊपर एक चट्टान पर हरे पेड़,train
2404858,6,75,459.0,200,Three little girls playing outside a tent.,एक टेंट के बाहर खेलती तीन छोटी लड़कियाँ।,train
2404863,282,105,35.0,36,Large black clock face on the building.,इमारत पर बड़ी काली घड़ी का चेहरा।,train
2404871,0,187,252.0,54,long wing of airplane,हवाई जहाज की लंबी विंग,train
2404873,218,34,147.0,49,snow on the mountains,पहाड़ों पर बर्फ,train
2404876,183,75,152.0,219,Man carrying a surf board,सर्फ बोर्ड ले जाने वाला आदमी,train
2404878,194,136,197.0,357,young boy sitting on toilet,टॉयलेट पर बैठा जवान लड़का,train
2404880,175,50,161.0,225,Baseball player swinging bat,बेसबॉल खिलाड़ी स्विंग बल्लेबाजी,train
2404882,16,126,71.0,89,Water is blue color.,पानी नीला रंग है।,train
2404884,230,0,265.0,247,A gray and white cat.,एक ग्रे और सफेद बिल्ली।,train
2404888,261,21,142.0,133,the black bear in the forest,वन में काले भालू,train
2404890,443,18,38.0,29,part of the sky,आकाश का हिस्सा,train
2404893,0,1,332.0,498,An outdoor commercial area.,एक बाहरी वाणिज्यिक क्षेत्र,train
2404896,188,203,159.0,97,White birthday cake with icing,आइसिंग के साथ व्हाइट बर्थडे केक,train
2404898,0,222,143.0,222,blue barrels are stacked up,नीले बैरल इकट्ठा किया गया है,train
2404899,242,145,202.0,213,An orange cat sitting in a vehicle.,एक नारंगी बिल्ली जो एक वाहन में बैठी थी।,train
2404902,390,16,71.0,70,A round brown clock.,एक गोल भूरे रंग की घड़ी।,train
2404905,2,1,497.0,330,Two blonde furred bears playing in the water.,दो सुनहरे बालों वाली भालू पानी में खेल रही थी।,train
2404909,7,10,447.0,250,A gray sky full of clouds.,बादलों से भरा एक धूसर आकाश।,train
2404910,208,167,68.0,40,The girl has on black shorts.,लड़की के काले शॉर्ट्स हैं।,train
2404911,77,37,25.0,31,gray tip of clock tower,घड़ी टॉवर की ग्रे टिप,train
2404914,137,163,66.0,35,A clock with roman numerals,रोमन अंकों के साथ एक घड़ी,train
2404924,251,336,29.0,20,Front hoof of a horse.,घोड़े के आगे का खुर।,train
2404928,63,96,118.0,170,colorful unframed poster on wall with a large skeleton depicted,एक बड़े कंकाल के साथ दीवार पर रंगीन अपरिचित पोस्टर,train
2404934,51,21,389.0,290,The bus is a double decker.,बस एक डबल डेकर है।,train
2404944,266,177,22.0,17,Silver back of a mirror on a motorcycle.,एक मोटरसाइकिल पर दर्पण का सिल्वर,train
2404945,282,263,75.0,188,man wearing blue hat,आदमी नीली टोपी पहने हुए,train
2404952,162,14,214.0,310,decorative city clock,सजावटी शहर की घड़ी,train
2404957,149,124,192.0,125,The zebra is black and white.,ज़ेबरा काले और सफेद है।,train
2404963,0,48,209.0,121,a temporary fence with cloth material,कपड़ा सामग्री के साथ एक अस्थायी बाड़,train
2404970,54,232,89.0,62,green bowl on coffee table,कॉफी टेबल पर हरी कटोरी,train
2404972,137,92,219.0,407,A guy playing wii.,एक आदमी wii खेल रहा है।,train
2404975,283,256,65.0,45,Doughnuts in a case.,एक मामले में डोनट्स।,train
2404981,121,130,318.0,267,keyboard is black and bulky,कुंजीपटल काला और भारी है,train
2404990,0,237,191.0,95,pineapples in boat,नाव में पिनअप्प्लेस,train
2404991,50,81,76.0,132,Man with dreadlocks in his hair,अपने बालों में ड्रेडलॉक्स के साथ आदमी,train
2404993,0,0,499.0,372,A display of baked goods.,पके हुए माल का प्रदर्शन।,train
2404996,1,0,395.0,329,Woman in pink top on the phone,फोन पर गुलाबी टॉप में महिला,train
2404998,319,138,113.0,39,The water is green.,पानी हरा है,train
2404999,68,33,392.0,285,a red caboose of a train,एक ट्रेन के एक लाल टैक्सी,train
2405003,65,105,58.0,46,a person snowboarding,एक व्यक्ति स्नोबोर्डिंग,train
2405014,21,75,455.0,217,Five cows in a field.,एक क्षेत्र में पांच गाय |,train
2405015,123,263,47.0,56,tennis ball is round and yellow,टेनिस बॉल गोल और पीले रंग की होती है,train
2405016,238,176,60.0,22,man with a smile,एक मुस्कान के साथ आदमी,train
2405019,57,150,170.0,124,boat cabin is blue,नाव केबिन नीला है,train
2405021,163,76,283.0,91,Large oval black sign with white lettering.,सफेद अक्षर के साथ बड़े अंडाकार काले संकेत।,train
2405026,231,146,171.0,101,The white word STOP on a sign.,एक संकेत पर सफेद शब्द STOP।,train
2405027,31,21,451.0,297,the ocean,महासागर,train
2405033,46,19,320.0,354,The animals are cows,जानवर गाय हैं,train
2405036,1,6,491.0,320,Man enjoying surfing in Ocean,महासागर में सर्फिंग का आनंद लेते हुए आदमी,train
2405038,71,64,165.0,194,Goat has many horns,बकरी के कई सींग होते हैं,train
2405043,128,57,215.0,230,man is surfing in the ocean,आदमी समुद्र में सर्फिंग कर रहा है,train
2405046,145,16,87.0,133,a man who has little hair,एक आदमी जिसके छोटे बाल हैं,train
2405048,91,35,349.0,242,partially eaten pizza,आंशिक रूप से पिज्जा खाया,train
2405049,32,25,434.0,443,sandwich and french fries,सैंडविच और फ्रेंच फ्राइज़,train
2405058,4,249,102.0,22,Photographer's name in the lower left corner,निचले बाएं कोने में फोटोग्राफर का नाम,train
2405065,84,45,252.0,432,man walking in rain with umbrella,छाता के साथ बारिश में चलना आदमी,train
2405071,292,182,116.0,39,body of water beside hill,पहाड़ी के बगल में पानी का शरीर,train
2405072,227,5,40.0,43,part of lamp,दीपक का हिस्सा,train
2405075,73,169,94.0,154,this is a bear,यह एक भालू है,train
2405078,318,99,76.0,56,windshield on right side of truck,ट्रक के दाईं ओर विंडशील्ड,train
2405080,360,68,54.0,189,this is a woman,यह एक महिला है,train
2405086,138,18,211.0,159,Missing slice in pizza,पिज्जा में छूटी हुई स्लाइस,train
2405089,245,92,215.0,189,donut is black and brown,डोनट काला और भूरा है,train
2405102,22,123,134.0,107,A red train engine.,एक लाल ट्रेन का इंजन।,train
2405106,22,77,471.0,419,Round white plate with food on it.,उस पर खाने के साथ गोल सफेद प्लेट।,train
2405129,247,150,224.0,244,shoe is blue with blue laces,जूता नीली लेस के साथ नीला है,train
2405139,214,178,47.0,123,this is a giraffe,यह एक जिराफ है,train
2405154,125,76,124.0,88,this is a kite,यह एक पतंग है,train
2405158,269,318,25.0,16,part of a door handle,एक दरवाजे के हैंडल का हिस्सा,train
2405163,291,32,67.0,61,part of the sky,आकाश का हिस्सा,train
2405164,468,284,31.0,45,White bowl sitting on counter,काउंटर पर बैठे सफेद कटोरे,train
2405182,62,285,125.0,40,these zebras are drinking water,ये ज़ेबरा पानी पी रहे हैं,train
2405183,241,226,66.0,40,part of some green grass,कुछ हरी घास का हिस्सा,train
2405187,137,33,243.0,286,bicyclists riding side by side,साइकिल सवार अगल-बगल,train
2405192,301,271,115.0,68,a shiny black SUV driving down the street,सड़क के नीचे एक चमकदार काली एसयूवी,train
2405193,67,86,180.0,169,brown horse in the grass,घास में भूरा घोड़ा,train
2405194,170,250,31.0,35,white bird on vase.,कलश पर सफेद पक्षी।,train
2405197,121,75,148.0,89,black bear walking on grass,घास पर चलने वाला काला भालू,train
2405198,272,58,139.0,315,this is a goalkeeper,यह एक गोलकीपर है,train
2405202,25,167,20.0,22,a tennis ball in mid-air,मध्य हवा में एक टेनिस बॉल,train
2405203,64,52,427.0,217,plane is large and bulky,विमान बड़ा और भारी है,train
2405205,148,79,156.0,68,this is a kite,यह एक पतंग है,train
2405206,126,241,200.0,163,Flags are on the wall.,दीवार पर झंडे लगे हैं।,train
2405215,294,198,28.0,95,four vertical balloons,चार ऊर्ध्वाधर गुब्बारे,train
2405218,149,92,187.0,164,A black and white cat.,एक काली और सफेद बिल्ली।,train
2405222,412,26,83.0,94,the sand is brown,रेत भूरी है,train
2405226,14,77,398.0,246,yellow and blue train next to platform,पीले और नीली रेलगाड़ी के बगल में प्लेटफार्म,train
2405227,47,38,340.0,391,one horse is seen.,एक घोड़ा देखा जाता है।,train
2405229,95,188,302.0,140,large iced cake,बड़े टुकड़े केक,train
2405232,51,30,365.0,260,this is a zebra,यह एक ज़ेबरा है,train
2405236,380,327,81.0,45,Ground is grey color.,ग्राउंड ग्रे रंग का है।,train
2405237,16,108,25.0,190,this is a table,यह एक मेज है,train
2405240,0,25,116.0,105,Grey tall grass growing over the wall.,दीवार के ऊपर उगने वाली धूसर घास।,train
2405245,433,115,20.0,27,part of a white top,एक सफेद शीर्ष का हिस्सा,train
2405247,136,206,23.0,23,A brown oat on a spoon.,एक चम्मच पर एक भूरे रंग का जई।,train
2405249,19,1,424.0,312,a little girl sitting on the ground with her teddy bear,एक छोटी - सी लड़की उसकी भालू के साथ जमिन पर बैठी थी ।,train
2405251,225,92,70.0,104,A snowboarder in red.,लाल रंग में एक स्नोबोर्डर।,train
2405262,193,2,296.0,240,A man snowboarder in the air.,हवा में एक आदमी स्नोबोर्डर।,train
2405267,143,234,13.0,16,this is the gray letter T,यह ग्रे अक्षर T है,train
2405269,27,54,418.0,282,Black and white zebra,काला और सफ़ेद ज़ेबरा,train
2405276,25,4,405.0,320,Man holding a donut.,डोनट पकड़े हुए आदमी,train
2405281,71,61,77.0,118,Large kite in the sky.,आकाश में बड़ी पतंग।,train
2405284,6,269,318.0,97,this is a rock,यह एक चट्टान है,train
2405285,287,70,85.0,125,The clear blue sky.,साफ नीला आकाश।,train
2405296,226,21,37.0,26,edge of a glass,एक गिलास का किनारा,train
2405311,290,7,125.0,64,black and white flying seagulls,काले और सफेद उड़ान सीगल,train
2405319,314,169,183.0,135,car is metal and silver,कार धातु और चांदी है,train
2405328,157,57,142.0,315,a woman looking at a cell phone,एक महिला कोशिका फोन पर देख रही है,train
2405332,232,22,55.0,52,part of the sky,आकाश का हिस्सा,train
2405334,20,45,450.0,265,man in military uniform speaking,सैन्य बोलने वाले व्यक्ति,train
2405337,62,11,85.0,181,meter with hour glass figure,घंटे ग्लास आंकड़ा के साथ मीटर,train
2405338,159,140,23.0,45,Tall brown telephone pole,टेलीफोन ध्रुव,train
2405347,274,79,87.0,100,shadow of a tennis racket,एक टेनिस रैकेट की छाया,train
2405348,47,32,83.0,73,section of blue sky,नीले आकाश का खंड,train
2405358,156,91,205.0,133,giraffe with one visible eye,एक दृश्य नेत्र के साथ गिराफ़,train
2405366,15,230,72.0,119,woman wearing yellow safety vest,पीले रंग की सुरक्षा बनियान पहने महिला,train
2405369,0,0,468.0,338,The dog is sleeping.,कुत्ता सो रहा है।,train
2405371,229,176,40.0,29,part of the ground,जमीन का हिस्सा,train
2405372,24,332,197.0,39,Part of a pamphlet or magazine on table,मेज पर एक पुस्तिका या पत्रिका का हिस्सा,train
2405385,85,123,47.0,124,man in a white shirt wearing a yellow tie,आदमी एक सफेद कुर्ते में पीला टाई पहने हुए,train
2405392,203,174,85.0,79,yellow circles on the side of the train car,ट्रेन कार के बगल में पीले घेरा,train
2405395,0,171,141.0,46,brown spot on grass,घास पर भूरे रंग का धब्बा,train
2405398,47,5,435.0,296,Two trains are on two tracks,दो ट्रेनें दो पटरियों पर हैं,train
2405407,90,183,120.0,43,Sir John Betjeman is on the front of the train.,ट्रेन के सामने सर जॉन बेटजमैन है।,train
2405409,215,175,110.0,70,this is a ship,यह एक जहाज है,train
2405410,268,74,150.0,121,The bowl of orange soup,संतरे का सूप,train
2405412,139,225,53.0,26,yellow street sign with black arrow,काला तीर के साथ पीला सड़क पर हस्ताक्षर,train
2405419,69,169,89.0,104,white and tan dog facing down,सफेद और तन कुत्ते का सामना करना पड़ रहा है,train
2405422,357,175,77.0,79,this is a wii player,यह एक wii खिलाड़ी है,train
2405426,66,87,121.0,78,the words are green,शब्द हरे हैं,train
2405432,167,200,154.0,261,dog jumping in the air,हवा में कूदता कूद,train
2405433,185,447,45.0,51,this is a carpet,यह एक कालीन है,train
2405438,61,47,176.0,170,A CAT ON THE DESK TOP,डेस्क टॉप पर एक कैट,train
2405446,373,312,45.0,38,part of the floor,मंजिल का हिस्सा,train
2405454,25,60,42.0,47,this is a picture,यह एक तस्वीर है,train
2405455,411,72,70.0,34,this is a knife,यह एक चाकू है,train
2405465,189,83,78.0,59,part of the sky,आकाश का हिस्सा,train
2405471,172,74,70.0,77,Person is in the air.,व्यक्ति हवा में है।,train
2405472,107,123,320.0,140,dish is black and iron,थाली काला और लोहे का है ।,train
2405478,351,133,138.0,153,brown horse roaming the field,भूरा घोड़ा क्षेत्र में घूम रहा है,train
2405485,113,0,324.0,105,three skateboarders on a ramp,एक रैंप पर तीन स्केटबोर्डर्स,train
2405488,121,258,206.0,222,ground is red and stone,जमीन लाल और पत्थर है,train
2405496,11,44,57.0,43,Bird in the sky.,आकाश में पक्षी।,train
2405498,149,95,60.0,163,door is black and open,दरवाजा काला और खुला है,train
2405499,238,77,85.0,77,a red snowboard with black and white lettering,काले और सफेद अक्षर के साथ एक लाल स्नोबोर्ड,train
2405504,2,1,496.0,371,Black and white picture of cows.,गाय की काले और सफेद तस्वीर,train
2405509,33,188,137.0,212,sign is black with logos,साइन लोगो के साथ काला है,train
2405512,192,222,117.0,109,A glass sits on a table.,एक मेज पर एक गिलास बैठता है।,train
2405516,68,248,164.0,215,stop sign is red and white,स्टॉप साइन लाल और सफेद है,train
2405521,75,298,244.0,115,water is wavy and unclear,पानी लहरदार और अस्पष्ट है,train
2405526,225,114,62.0,85,brown bear is standing,भूरा भालू खड़ा है,train
2405527,223,62,196.0,185,man is riding surfboard,आदमी सर्फबोर्ड की सवारी कर रहा है,train
2405531,5,11,177.0,213,tree is lush and green,पेड़ रसीला और हरा है,train
2405532,87,236,385.0,205,image is a photo,छवि एक तस्वीर है,train
2405536,202,326,140.0,170,baseball field is green and brown,बेसबॉल मैदान हरा और भूरा है,train
2405542,348,213,110.0,115,a brown and black dog,एक भूरा और काला कुत्ता,train
2405544,341,102,117.0,257,a man wearing a hat,एक आदमी टोपी पहने हुए,train
2405552,66,59,403.0,207,boat is white and blue,नाव सफेद और नीली है,train
2405560,400,96,42.0,26,yellow x in a black circle,एक काले घेरे में पीली एक्स,train
2405564,32,57,397.0,285,truck driving down road near buildings,इमारतों के पास सड़क के नीचे ट्रक,train
2405568,117,311,118.0,184,Large black plant pot,बड़ा काला पौधा का गम्ला,train
2405573,24,50,462.0,222,packages of electronic devices,इलेक्ट्रॉनिक उपकरणों के संकुल,train
2405575,127,338,115.0,119,sponge is porous and purple,स्पंज है सुरक्षित और पुर्प है,train
2405580,286,217,25.0,63,woman wearing black pants and tan sweater,काले पैंट और तन स्वेटर पहनने वाली महिला,train
2405581,263,53,202.0,319,Two women linking arms,हथियार जोड़ने वाली दो महिलाएं,train
2405583,83,71,282.0,322,Bikers in the road,सड़क में बाइकर्स,train
2405584,352,205,47.0,58,red plastic cup on desk,डेस्क पर लाल प्लास्टिक कप,train
2405585,61,142,230.0,100,green hanging street sign,हरे रंग की हैंगिंग स्ट्रीट साइन,train
2405586,86,137,285.0,191,bicycle parked in front of frames and door,फ्रेम और दरवाजे के सामने साइकिल पार्क किया गया,train
2405592,170,1,224.0,329,baby touching teddy bear,टेडी बियर को छूता बच्चा,train
2405596,277,269,171.0,41,Sign that says Jesus saves.,जो कहते हैं कि ईसा को बचाता है .,train
2405604,122,0,208.0,257,a skateboarder doing a trick,एक स्केटेबोर्डर एक चाल,train
2405610,312,126,48.0,129,Red bag on man's back,आदमी की पीठ पर लाल बैग,train
2405613,156,35,187.0,215,image is in black and white,छवि काले और सफेद रंग में है,train
2405617,13,247,109.0,151,Container of parmesan cheese,परमेसन पनीर का कंटेनर,train
2405625,73,346,221.0,107,water is green and clear,पानी हरा और साफ है,train
2405629,206,175,110.0,131,black motorcycle covered by white tarp,सफेद टार्प द्वारा ढका हुआ काला मोटरसाइकिल,train
2405635,161,192,247.0,132,fridge is bright and white,फ्रिज चमकदार और सफेद है,train
2405641,22,362,289.0,106,water is green and still,पानी हरा और अभी भी है,train
2405643,60,82,405.0,210,sky is clear and blue,आकाश स्पष्ट और नीला है,train
2405653,122,58,295.0,270,Black umbrella carried by woman.,महिला द्वारा किया गया काला छाता।,train
2405654,4,47,237.0,173,a white building with a red roof,एक लाल छत के साथ सफेद इमारत,train
2405660,257,136,58.0,41,part of some trees,कुछ पेड़ों का हिस्सा,train
2405665,244,183,167.0,130,basket is weaved brown,टोकरी को भूरा बुना जाता है,train
2405669,326,205,29.0,17,this is a red spots,यह एक लाल धब्बा है,train
2405670,313,351,144.0,40,a white street line,एक सफेद गली की लाइन,train
2405672,35,2,325.0,308,tennis player reaching up with racket,टेनिस खिलाड़ी रैकेट लेकर पहुंची,train
2405675,174,107,157.0,56,worn red train car,लाल रंग की गाड़ी,train
2405676,103,381,142.0,106,grass and green and stony,घास और हरे और पत्थर,train
2405678,204,14,265.0,252,a double decker bus driving down a city street,एक दोहरा डेकर बस एक शहर की सड़क पर चलाता है ।,train
2405681,52,355,309.0,130,plate is all white,प्लेट सभी सफेद है,train
2405682,302,215,42.0,41,part of a window,एक खिड़की का हिस्सा,train
2405685,149,6,191.0,142,The sign says railroad crossing.,संकेत कहता है कि रेल क्रॉसिंग।,train
2405686,341,48,151.0,175,sky is blue and clear,आकाश नीला और स्पष्ट है,train
2405687,131,227,77.0,109,car is red and black,कार लाल और काली है,train
2405688,418,245,40.0,19,part of a rail,एक रेल का हिस्सा,train
2405694,150,147,243.0,97,bottom half of a banana,एक केले के नीचे आधा,train
2405702,161,128,156.0,239,kite flying over residential area,आवासीय क्षेत्र के ऊपर उड़ान,train
2405704,151,99,87.0,227,man in blue and yellow,आदमी नीले और पीले रंग में,train
2405705,351,188,78.0,63,part of a water body,एक जल निकाय का हिस्सा,train
2405706,217,102,239.0,160,this is a sandwich,यह एक सैंडविच है,train
2405715,0,384,373.0,114,Stone wall the cat is sitting on,पत्थर की दीवार पर बिल्ली बैठी है,train
2405720,195,189,118.0,306,parked bike on train platform,ट्रेन प्लेटफार्म पर पार्केड साइकिल,train
2405724,100,130,112.0,86,swan in the water,पानी में हंस,train
2405728,16,325,240.0,91,two rowboats on shore,किनारे पर दो रौबत,train
2405732,87,45,351.0,193,sky is pink and blue,आकाश गुलाबी और नीला है,train
2405733,360,27,94.0,52,Kite flying in the air,हवा में उड़ती पतंग,train
2405741,167,60,190.0,301,A baseball player,एक बेसबॉल खिलाड़ी,train
2405747,187,29,110.0,44,part of the ceiling,छत का हिस्सा,train
2405748,299,30,51.0,42,part of the sky,आकाश का हिस्सा,train
2405749,121,108,108.0,60,a surfer is in a wave,एक सर्फ़र तरंग में है,train
2405754,193,285,22.0,14,tail of a cat,एक बिल्ली की पूंछ,train
2405762,279,45,67.0,198,cucumbers are on bread,कम्बर्स रोटी पर है,train
2405763,224,120,48.0,145,this is a man,यह एक आदमी है,train
2405768,164,42,239.0,285,Man holding some food.,कुछ खाना पकड़े आदमी।,train
2405772,190,39,274.0,250,person watching television in small apartment,छोटे से अपार्टमेंट में टेलीविजन देखने वाला व्यक्ति,train
2405774,395,70,55.0,57,part of the cloudy sky,बादल आकाश का हिस्सा,train
2405775,9,10,281.0,119,black and white umbrella,काला और सफेद मब्रेला,train
2405778,37,108,310.0,225,reclined black bear in dirt,गंदगी में काला भालू,train
2405784,45,163,42.0,72,keep out sign on fence,बाड़ पर साइन आउट रखें,train
2405788,106,23,91.0,70,part of the dky,डकी का हिस्सा,train
2405791,418,5,65.0,295,the clock tower is Big Ben on the River Thames,नदी पर घंटाघर मे बिग बेन,train
2405795,60,196,238.0,232,these are bunches of bananas,ये केले के गुच्छे हैं,train
2405797,279,272,22.0,49,metal parts on the wall,दीवार पर धातु भाग,train
2405798,245,17,88.0,61,part of the sky,आकाश का हिस्सा,train
2405800,314,127,46.0,41,part of the cloud,बादल का हिस्सा,train
2405807,18,41,455.0,453,An old bathroom being remodeled,एक पुराना बाथरूम फिर से तैयार किया जा रहा है,train
2405808,157,9,153.0,195,this is a giraffe,यह एक जिराफ है,train
2405809,178,324,34.0,64,A motorcycle on a cobblestone street,एक कोब्ब्लेस्टोन सड़क पर एक मोटरसाइकिल,train
2405812,104,44,345.0,328,Two men on tennis court.,टेनिस कोर्ट पर दो लोग।,train
2405813,390,283,25.0,32,number four sign on ground,नंबर चार जमीन पर,train
2405817,12,226,85.0,263,woman holding two cups of coffee,महिला दो कप कॉफी रखती है,train
2405822,235,248,66.0,77,a teddy bear is being held by the ear,टेडी भालू कान द्वारा आयोजित किया जा रहा है ।,train
2405824,128,98,72.0,77,Yellow paint on train,ट्रेन में पीला पेंट,train
2405826,341,14,156.0,320,large light pink door,बड़े हल्के गुलाबी दरवाजे,train
2405830,286,210,184.0,103,Three surfers.,तीन सर्फर।,train
2405840,7,10,81.0,55,this is the sky,यह आकाश है,train
2405841,130,181,111.0,198,this is a man,यह एक आदमी है,train
2405844,130,395,146.0,89,this is the road,यह रास्ता है,train
2405853,0,89,354.0,173,Brown dog sits on lap of man,ब्राउन डॉग आदमी की गोद में बैठता है,train
2405855,27,198,142.0,82,Orange and white cat,नारंगी और सफेद बिल्ली,train
2405857,71,101,365.0,271,Dove stand on a bench,कबूतर एक बेंच पर खड़ा है,train
2405858,211,60,277.0,196,red and white car of teain,टीन की लाल और सफेद कार,train
2405863,318,146,151.0,92,a big brown bear in the yard,यार्ड में एक बड़ा भूरा भाल,train
2405871,98,111,263.0,164,yellow and white boat,पीली और सफेद नाव,train
2405875,197,73,26.0,44,unshaded light bulb,अनाशित प्रकाश बल्ब,train
2405881,26,21,465.0,334,kites flying over a field,एक मैदान में पतंगे उड़ रही है,train
